tech_id,dataset,sector_name,subsector,item_no,tech_name,tech_description
strategic::7::::가.,strategic,바이오의약품,,가.,바이오 신약[바이오 베터(Bio Better)를 포함한다. 이하 이 호에서 같다] 후보물질 발굴 및 바이오 신약 제조 기술,"유전자재조합기술, 세포배양ㆍ정제ㆍ충전 기술 등 새로운 생명공학 기술을 이용하여 생명체에서 유래된 단백질ㆍ호르몬ㆍ펩타이드ㆍ핵산ㆍ핵산유도체 등의 원료 및 재료를 확보하여 작용기전을 증명하고 안전성 및 유효성이 최적화된 바이오 신약(단백질의약품ㆍ유전자치료제ㆍ항체치료제ㆍ세포치료제) 후보물질을 발굴ㆍ이용ㆍ개발하는 기술과 바이오 신약을 제조하는 기술"
strategic::7::::나.,strategic,바이오의약품,,나.,바이오시밀러 제조 및 개량 기술,"바이오시밀러의 고수율(배양단계 1g/L이상) 제조공정 기술과 서열변경, 중합체 부과, 제제변형 등의 방법으로 바이오시밀러의 활성, 안정성, 지속성을 개량하여 새로운 기능 및 효능을 부여하는 기술"
strategic::7::::다.,strategic,바이오의약품,,다.,비임상 시험 기술,세포ㆍ동물 모델로 바이오 신약 후보물질의 안전성ㆍ유효성을 평가하는 비임상 시험 기술
strategic::7::::라.,strategic,바이오의약품,,라.,임상약리시험 평가기술(임상1상 시험),"바이오 신약, 바이오시밀러[R&D비용이 매출액의 2% 이상이고, 국가전략기술 R&D비용(바이오시밀러 임상비용 포함)이 전체 R&D비용의 10% 이상인 기업의 임상시험으로 한정한다. 이하 마목 및 바목에서 같다] 후보물질의 초기 안정성, 내약성, 약동학적, 약력학적 평가 및 약물대사와 상호작용 평가, 초기 잠재적 치료효과 추정을 위한 임상약리시험 평가기술"
strategic::7::::마.,strategic,바이오의약품,,마.,치료적 탐색 임상평가기술(임상2상 시험),"바이오 신약, 바이오시밀러 후보물질의 용량 및 투여기간 추정 등 치료적 유용성 탐색을 위한 평가기술"
strategic::7::::바.,strategic,바이오의약품,,바.,치료적 확증 임상평가기술(임상3상 시험),"바이오 신약, 바이오시밀러 후보물질의 안전성, 유효성 등 치료적 확증을 위한 평가기술"
strategic::7::::사.,strategic,바이오의약품,,사.,바이오의약품 원료ㆍ소재 제조기술,"바이오의약품을 생산하기 위한 세포 배양 관련 소재(배지, 첨가물 등), 분리ㆍ정제ㆍ농축을 위해 사용하는 바이오 소재(버퍼, 필터) 및 완제품 생산을 위해 제형화에 필요한 원부자재 등의 제조기술"
strategic::7::::아.,strategic,바이오의약품,,아.,바이오의약품 부품ㆍ장비 설계ㆍ제조기술,바이오의약품 생산ㆍ제조 장비와 바이오의약품 품질 분석 및 환경관리에 필요한 장비ㆍ부품 설계ㆍ제조기술
