tech_id,dataset,sector_name,subsector,item_no,tech_name,tech_description
newgrowth::17::가::1),newgrowth,방위산업,가. 방산장비,1),추진체계 기술,"유무인 항공기, 기동장비, 유도무기, 함정 등에 장착하는 터보제트엔진, 터보샤프트엔진, 터보프롭엔진, 터보팬엔진, 왕복엔진의 완제엔진, 부체계(엔진제어, 연료, 윤활, 기어박스 등), 구성품(팬, 압축기, 연소기, 터빈, 배기노즐 등), 소재(내열ㆍ경량합금, 복합재, 고온코팅 등) 등을 설계ㆍ제작ㆍ조립ㆍ인증ㆍ시험평가하는 기술"
newgrowth::17::가::2),newgrowth,방위산업,가. 방산장비,2),군사위성체계 기술,"군사용 위성체계 중 감시정찰 및 통신위성의 위성체계(전력체계, 자세제어체계, 위성탑재컴퓨터, 송수신체계, 구조체 등), 구성품(위성통신송수신 안테나, 광학장비, 영상레이더, 항법체계 등), 관련 소재, 지상장비, 발사체(고체연료) 등을 설계ㆍ제작ㆍ조립ㆍ인증ㆍ시험평가하는 기술"
newgrowth::17::가::3),newgrowth,방위산업,가. 방산장비,3),방위산업물자등(「방위산업 발전 및 지원에 관한 법률」 제2조제1항제1호에 따른 방위산업물자등을 말한다. 이하 이 목에서 같다)의 수출 및 공급망 안정화를 위한 기술,"방위산업물자등의 수출 또는 그 소재ㆍ부품ㆍ장비의 자체개발을 목적으로 해당 방위산업물자등 또는 그 소재ㆍ부품ㆍ장비의 개조, 개발, 형상변경, 성능개량, 양산을 위한 설계ㆍ제작ㆍ조립ㆍ인증ㆍ시험평가 기술"
newgrowth::17::나::1),newgrowth,방위산업,나. 전투지원,1),유무인복합체계 기술,"유무인복합체계에 필요한 환경인식기술, 위치추정기술, 자율임무 수행기술, 유무인협업기술, 무선통신기술, 네트워크 보안기술, 의사결정지원기술, 원격통제기술 등을 활용하여 유무인복합체계를 설계ㆍ제작ㆍ조립하는 기술"
