tech_id,dataset,sector_name,subsector,item_no,tech_name,tech_description
strategic::4::::가.,strategic,디스플레이,,가.,AMOLED 패널 설계ㆍ제조ㆍ공정ㆍ모듈ㆍ구동 기술,"기판(유리, 플렉시블, 스트레처블) 위에 저온폴리실리콘산화물(LTPO)ㆍ저온폴리실리콘(LTPS)ㆍ산화물(Oxide) TFT를 형성한 백플레인 또는 실리콘(Silicon)에 구동소자를 형성한 웨이퍼에 발광특성을 가진 유기물을 진공 증발 증착 또는 프린팅 방식으로 형성하는 FHD 이상의 고화질 또는 고성능(고휘도, 저소비전력) 패널과 구동소자, 커버윈도우 등을 가공ㆍ조립하는 AMOLED 패널 설계ㆍ제조ㆍ공정ㆍ모듈ㆍ구동 기술"
strategic::4::::나.,strategic,디스플레이,,나.,친환경 QD(Quantum Dot) 소재 적용 디스플레이 패널 설계ㆍ제조ㆍ공정ㆍ모듈ㆍ구동 기술,"반치폭(FWHM, full width at half maximum) 40나노미터(nm) 이하인 RoHS(유럽 6대 제한물질 환경규제) 충족 QD 소재를 노광 또는 직접 패터닝 방식으로 제조한 패널과 구동소자, 커버윈도우 등을 가공ㆍ조립하는 친환경 QD 소재 적용 디스플레이 패널 설계ㆍ제조ㆍ공정ㆍ모듈ㆍ구동 기술"
strategic::4::::다.,strategic,디스플레이,,다.,Micro LED 디스플레이 패널 설계ㆍ제조ㆍ공정ㆍ모듈ㆍ구동 기술,"실리콘(Silicon) 또는 사파이어(Sapphire) 기판에 저결함(1x1015/cm3이하) 에피(Epi)공정을 적용한 단축 50㎛ 크기 이하의 RㆍGㆍB 마이크로 LED를 적용한 패널과 구동소자, 커버윈도우 등을 가공ㆍ조립하는 Micro LED 디스플레이 패널 설계ㆍ제조ㆍ공정ㆍ모듈ㆍ구동 기술"
strategic::4::::라.,strategic,디스플레이,,라.,디스플레이 패널 제조용 증착ㆍ코팅 소재 기술,전자이동도 9㎠/Vs 이상의 산화물 TFT(Thin Film Transistor)와 유기물(발광ㆍ공통층) 소재 및 양자점(QD)ㆍ화소격벽ㆍ폴리이미드(PI) 코팅소재 등 디스플레이 패널 제조용 증착ㆍ코팅 소재 기술
strategic::4::::마.,strategic,디스플레이,,마.,디스플레이 TFT 형성 장비 및 부품 기술,"전자이동도 9㎠/Vs 이상의 TFT(Thin Film Transistor) 형성공정에 사용되는 노광기, 물리 또는 화학적 증착기, 이온주입기, 식각기, 검사장비 및 이와 관련 제조에 사용되는 등 디스플레이 TFT 형성 장비 및 부품 기술"
strategic::4::::바.,strategic,디스플레이,,바.,OLED 화소 형성ㆍ봉지 공정 장비 및 부품 기술,"유기증착기(Evaporation), 잉크젯장비(Inkjet), 봉지장비(Encapsulation), FMM(Fine Metal Mask) 등 OLED 화소 형성 및 봉지 공정에 사용되는 장비와 부품 제조 기술"
strategic::4::::사.,strategic,디스플레이,,사.,디스플레이 하이브리드 커버 윈도우 소재 기술,"디스플레이 패널을 외부로부터 보호하기 위한 두께 100μm 이하 초박형유리(Ultra Thin Glass, UTG) 및 UTG 광학증착ㆍ코팅 소재, 투과율 80% 이상인 초박형 유ㆍ무기 하이브리드 필름 등 커버 윈도우 소재 제조 기술"
strategic::4::::아.,strategic,디스플레이,,아.,"마이크로LED 에피(Epi)ㆍ전사ㆍ접합 소재, 부품, 장비 기술","고효율, 저결함 에피성장을 위한 고순도(99% 이상) 금속유기(Metal-Organic) 가스와 기판(substrate), 전극 형성을 위한 접합소재, 외부양자효율(External Quantum Efficiency, EQE) 청색 20%, 녹색 10%, 적색 5% 이상의 에피기판ㆍ칩 등 화소 형성을 위한 소재ㆍ부품 제조 기술 및 Micro LED 성장을 위한 에피 공정, 에피 LED 칩 제조를 위한 분리ㆍ보호막 공정, 백플레인 기판의 화소 영역에 칩을 전사ㆍ접합하는 공정 등에서 사용되는 장비 제조 기술"
